imdb_id;keylist_fifteen
77651;['independentfilm', 'violence', 'nudity', 'femalenudity', 'police', 'family', 'serialkiller', 'blood', 'slasher', 'cultfilm', 'marijuana', 'halloween', 'evil', 'mask', 'maniac']
113277;['murder', 'suspense', 'detective', 'robbery', 'money', 'gang', 'obsession', 'chase', 'cultfilm', 'betrayal', 'heist', 'neo-noir', 'thief', 'gunfight', 'bank']
117060;['paris', 'londonengland', 'spy', 'cia', 'terrorist', 'undercover', 'basedontvseries', 'secretagent', 'secretidentity', 'computer', 'agent', 'espionage', 'mission', 'secretmission', 'prague']
120755;['violence', 'island', 'dyinganddeath', 'cia', 'undercover', 'helicopter', 'spain', 'terror', 'secretagent', 'car', 'secretidentity', 'computer', 'agent', 'duel', 'secretmission']
317919;['murder', 'revenge', 'hospital', 'secret', 'cia', 'funeral', 'berlin', 'secretagent', 'secretidentity', 'computer', 'mask', 'letter', 'mission', 'duel', 'celebration']
94012;['spoof', 'spacetravel', 'android', 'spacemarine', 'swordplay', 'plasticsurgery', 'lasergun', 'temple', 'spacemission', 'spacebattle', 'galaxy', 'shield', 'nose', 'comb', 'altar']
290673;['sex', 'violence', 'nudity', 'revenge', 'love', 'police', 'drug', 'rape', 'paris', 'prostitute', 'unsimulatedsex', 'evil', 'knife', 'brutality', 'cruelty']
73341;['robbery', 'friends', 'soldier', 'journalist', 'gold', 'battle', 'cheating', 'adventure', 'conman', 'treasure', 'king', 'britisharmy', 'coronation', 'britishempire', 'ruler']
66999;['violence', 'nudity', 'police', 'kidnapping', 'serialkiller', 'detective', 'investigation', 'psychopath', 'chase', 'neo-noir', 'sanfrancisco', 'gunfight', 'swimmingpool', 'city', 'sniper']
78966;['suspense', 'conspiracy', 'california', 'carchase', 'earthquake', 'radiation', 'tvstation', 'nuclearpowerplant', 'swatteam', 'tvreporter', 'cinematographer', 'telecaster', 'whistleblower', 'picketing', 'energypolicy']
54997;['suicide', 'gambling', 'manager', 'alcohol', 'basedonnovel', 'bar', 'billard', 'hustler', 'sport', 'party', 'pool', 'money', 'game', 'drunk', 'player']
31971;['prostitute', 'doctor', 'desert', 'fugitive', 'marriageproposal', 'cowboy', 'arizona', 'stagecoach', 'streetshootout', 'stranger', 'newmexico', 'infant', 'indianattack', 'outlawgang', 'cowboysandindians']
166924;['independentfilm', 'suspense', 'losangeles', 'lesbian', 'amnesia', 'hallucination', 'surreal', 'identity', 'schizophrenia', 'trauma', 'bisexuality', 'key', 'suppressedpast', 'jobinterview', 'lossofsenseofreality']
418455;['darkcomedy', 'satire', 'religion', 'alcoholic', 'church', 'faith', 'lie', 'god', 'pastor', 'suppressedpast', 'goodandbad', 'neo-nazi', 'apple', 'cynic', 'parish']
110005;['mother', 'sex', 'secret', 'obsession', 'literature', 'nudity', 'fantasy', 'passion', 'love', 'friends', 'murder', 'independentfilm', 'lesbian', 'true', 'relationship']
57091;['war', 'civilwar', 'ambition', 'power', 'arrangedmarriage', 'pastor', 'officer', 'plan', 'sicily', 'countryestate', 'naples', 'monarchy', 'praise', 'decadence', 'politicalinstability']
108185;['violence', 'war', 'wifehusbandrelationship', 'village', 'amnesia', 'courtcase', 'wife', 'southernusa', 'peasant', 'falseidentity', 'warveteran', 'suspicionofmurder', 'deathpenalty', 'lossofhusband', 'return']
60176;['londonengland', 'photographer', 'surreal', 'lovers', 'corpse', 'photography', 'suspicionofmurder', 'burglar', 'reality', 'tennis', 'fashionmodel', 'illusion', 'potsmoking', 'lossofsenseofreality', 'photoshoot']
137363;['murder', 'suspense', 'college', 'politics', 'neighbor', 'army', 'fbi', 'terrorist', 'neo-noir', 'professor', 'paranoia', 'bomb', 'wife', 'agent', 'blueprint']
118843;['fathersonrelationship', 'wedding', 'teacher', 'money', 'train', 'bestfriend', 'brothersisterrelationship', 'cat', 'youth', 'debt', 'anarchiccomedy', 'russian', 'gypsy', 'grandfathergrandsonrelationship', 'yugoslavia']
298228;['womandirector', 'lossofmother', 'ocean', 'becominganadult', 'newzealand', 'tradition', 'lossofbrother', 'whale', 'lossofwife', 'empowerment', 'modernsociety', 'roleofwomen', 'patriarch', 'canoe', 'grandfathergranddaughterrelationship']
41959;['suspense', 'filmnoir', 'romance', 'britnoir', 'amusementpark', 'cemetery', 'cover-up', 'britisharmy', 'austria', 'sewer', 'blackmarket', 'postwarperiod', 'vienna', 'famousscore', 'soviettroops']
51378;['filmnoir', 'paris', 'suicideattempt', 'motel', 'photography', 'carrace', 'secretlove', 'plannedmurder', 'suspicion', 'frenchnoir', 'suspicionofmurder', 'camera', 'elevator', 'blackout', 'hearing']
373861;['womandirector', 'family', 'music', 'survival', 'wilderness', 'ritual', 'tradition', 'pregnancyandbirth', 'violin', 'familysdailylife', 'motherrole', 'shepherd', 'sandstorm', 'willtosurvive', 'camel']
419773;['berlin', 'identity', 'lossofchild', 'despair', 'diary', 'securitycamera', 'hope', 'casting', 'french', 'baby-snatching', 'friendship', 'unsociability', 'childrenshome', 'lesbianinterest', 'lgbt']
460989;['londonengland', 'brotherbrotherrelationship', 'england', 'ruralsetting', 'civilwar', 'mercenary', 'ireland', 'resistance', 'weapon', 'traitor', 'underground', 'britisharmy', 'colonialism', 'independence', 'peace']
443489;['musical', 'extramaritalaffair', 'adultery', 'singer', 'alcoholic', 'single', 'drugaddiction', 'blackpeople', 'singing', 'musicband', 'soul', 'showbusiness', 'manager', 'recordproducer', 'oscaraward']
385017;['teacher', 'brotherbrotherrelationship', 'funeral', 'youth', 'lossoffather', 'newzealand', 'crush', 'ex-girlfriend', 'home', 'return', 'suppressedpast', 'countrylife', 'villagelife', 'familyhistory', 'soulmates']
434292;['sex', 'femalenudity', 'friendship', 'prostitute', 'future', 'racism', 'depression', 'unsimulatedsex', 'single', 'femalefriendship', 'aids', 'immigration', 'women', 'madrid', 'hope']
436697;['upperclass', 'lossofmother', 'greatbritain', 'sadness', 'queen', 'monarchy', 'paparazzi', 'primeminister', 'headline', 'oscaraward', 'dyinganddeath', 'queenelisabethii', 'buckinghampalace', 'royalfamily', 'ladydianaspencer']
134119;['friendship', 'newyork', 'gay', 'jealousy', 'homosexuality', 'italy', 'newlove', 'ship', 'secretidentity', 'wealth', 'lovesickness', 'plannedmurder', 'cowardliness', 'doublelife', 'venice']
479143;['fight', 'loveofoneslife', 'cancer', 'boxer', 'training', 'boxingmatch', 'transporter', 'grave', 'tvstation', 'comeback', 'philadelphia', 'worldchampion', 'publicity', 'victory', 'restaurantowner']
343737;['family', 'londonengland', 'spy', 'wifehusbandrelationship', 'cia', 'usa', 'coldwar', 'berlin', 'wife', 'child', 'cuba', 'invasion', 'childhoodmemory', 'kgb', 'return']
490084;['mother', 'guitar', 'sistersisterrelationship', 'profession', 'newlove', 'architect', 'motherrole', 'lonelyheartsad', 'men', 'clothing', 'single', 'motherdaughterrelationship', 'losangeles', 'fashion', 'singlefather']
465551;['basedonnovel', 'sex', 'nudity', 'love', 'teenager', 'friendship', 'teacher', 'infidelity', 'extramaritalaffair', 'adultery', 'student', 'secret', 'relationship', 'obsession', 'blackmail']
155722;['sex', 'revenge', 'femalenudity', 'suicide', 'malenudity', 'jealousy', 'nazis', 'blackmail', 'rescue', 'newlove', 'restaurant', 'poison', 'lovesickness', 'birthday', 'jew']
309987;['sex', 'femalenudity', 'paris', 'malenudity', 'hotel', 'lovetriangle', 'incest', 'sexuality', 'twins', 'apartment', 'crush', 'american', 'firsttime', 'riot', 'flat']
397619;['violence', 'revenge', 'prostitute', 'daughter', 'dyinganddeath', 'policeofficer', 'car', 'femalefriendship', 'pimp', 'illegalprostitution', 'catholicism', 'doublelife', 'repayment', 'forgiveness', 'punter']
118689;['paris', 'londonengland', 'losangeles', 'hospital', 'california', 'painting', 'airport', 'museum', 'amusementpark', 'chaos', 'destroy', 'guard', 'laxative', 'vault', 'clumsyfellow']
75148;['underdog', 'philadelphia', 'transporter', 'italo-american', 'fight', 'loveofoneslife', 'publicity', 'boxer', 'independence', 'boxingmatch', 'training', 'lovers', 'surprise', 'worldchampion', 'victory']
83944;['police', 'prison', 'escape', 'dyinganddeath', 'sheriff', 'gun', 'ruralsetting', 'vietnamwar', 'vietnam', 'weapon', 'vietnamveteran', 'survivor', 'policebrutality', 'falselyaccused', 'policeoperation']
89880;['revenge', 'war', 'soldier', 'forest', 'chase', 'usa', 'prisoner', 'vietnamwar', 'government', 'vietnam', 'prisonersofwar', 'photography', 'agent', 'vietnamveteran', 'u.s.army']
95956;['competition', 'submachinegun', 'sovietunion', 'liberation', 'russian', 'soviettroops', 'thailand', 'freedomfighter', 'afghanistan', 'waronfreedom', 'machinegun', 'mujahid', 'realityshow', 'western', 'soapopera']
84602;['transporter', 'trainer', 'boxer', 'dyinganddeath', 'boxingmatch', 'comeback', 'training', 'worldchampion', 'challenger', 'defeat', 'victory', 'sport', 'revenge', 'fame', 'wealth']
89927;['revenge', 'sport', 'friendship', 'dyinganddeath', 'usa', 'coldwar', 'boxer', 'training', 'lossoflover', 'sovietunion', 'boxingmatch', 'transporter', 'kgb', 'matteroflifeanddeath', 'victory']
100507;['sport', 'friendship', 'fathersonrelationship', 'boxer', 'training', 'career', 'boxingmatch', 'transporter', 'trainer', 'fatherfigure', 'restart', 'philadelphia', 'cataclysm', 'disappointment', 'bankrupt']
367027;['sex', 'newyork', 'gay', 'homosexuality', 'eroticism', 'suicideattempt', 'unsimulatedsex', 'freelove', 'transsexuality', 'orgasm', 'groupsex', 'dominatrix', 'video', 'heterosexual', 'sextherapy']
133363;['suicide', 'loveatfirstsight', 'brothersisterrelationship', 'becominganadult', 'loveofoneslife', 'firsttime', 'pilot', 'scandinavia', 'snow', 'fate', 'coincidence', 'relationship', 'divorce', 'family', 'antarctic']
320244;['independentfilm', 'basedonnovel', 'police', 'drug', 'newyork', 'party', 'money', 'friends', 'hotel', 'nightclub', 'hallucination', 'birthday', 'deathofafriend', 'arrest', 'costume']
396171;['nudity', 'femalenudity', 'paris', 'death', 'smalltown', 'prostitute', 'daughter', 'supernatural', 'obsession', 'orgy', 'childprodigy', 'lonewolf', 'genius', 'nose', 'childrenshome']
404203;['smalltown', 'extramaritalaffair', 'adultery', 'wifehusbandrelationship', 'motherdaughterrelationship', 'psychopath', 'children', 'eroticism', 'mother', 'americanfootball', 'masturbation', 'housewife', 'skateboarding', 'ex-cop', 'pedophilia']
473444;['martialarts', 'fight', 'china', 'marriagecrisis', 'poison', 'secretlove', 'passion', 'plannedmurder', 'power', 'swordplay', 'secretsociety', 'plan', 'palace', 'battleforpower', 'conspiracyofmurder']
463854;['zombie', 'londonengland', 'supernatural', 'dyinganddeath', 'survival', 'mutant', 'ontherun', 'virus', 'lossofmother', 'chaos', 'survivor', 'lossoffamily', 'danger', 'plague', 'escapade']
112864;['violence', 'police', 'sequel', 'detective', 'robbery', 'newyorkcity', 'flashback', 'shootout', 'explosion', 'ship', 'helicopter', 'gold', 'carchase', 'bomb', 'fbiagent']
99423;['basedonnovel', 'violence', 'sequel', 'journalist', 'shootout', 'explosion', 'church', 'helicopter', 'snow', 'terrorism', 'cop', 'airport', 'fistfight', 'ambush', 'sabotage']
363988;['murder', 'police', 'detective', 'jealousy', 'adultery', 'writer', 'divorce', 'alcohol', 'nightmare', 'paranoia', 'mystery', 'motel', 'isolation', 'letter', 'mississippi']
356721;['independentfilm', 'sex', 'detective', 'jealousy', 'religion', 'rivalry', 'nature', 'wife', 'celebrity', 'protest', 'anger', 'humor', 'husband', 'existentialism', 'universe']
106489;['fathersonrelationship', 'bestfriend', 'gambling', 'funeral', 'hoodlum', 'extremeviolence', 'blackpeople', 'italian', 'xenophobia', 'gangsterboss', 'loyalty', 'witnesstomurder', 'fatherfigure', 'nostalgia', 'italo-american']
202677;['kidnapping', 'gangster', 'money', 'hotel', 'desert', 'criminal', 'mexico', 'gunfight', 'millionaire', 'ransom', 'gunslinger', 'drifter', 'fromragstoriches', 'mexicanstandoff', 'surrogatemother']
465494;['violence', 'hitman', 'killer', 'assassin', 'basedonvideogame', 'russia', 'secretidentity', 'government', 'intelligence', 'sovietunion', 'power', 'execution', 'secretsociety', 'adversary', 'celibacy']
117318;['airplane', 'eroticism', 'millionaire', 'wheelchair', 'poison', 'courtcase', 'aids', 'pornography', 'disabled', 'freelove', 'groupsex', 'sentence', 'lastjudgment', 'drugsandaddiction', 'baptism']
95647;['violence', 'police', 'suicide', 'sheriff', 'racism', 'fbi', 'funeral', 'fbiagent', 'motel', 'basedontrueevents', 'shotgun', 'u.s.navy', 'mississippi', 'victimofmurder', 'kukluxklan']
117913;['murder', 'suspense', 'rape', 'lawyer', 'blackmail', 'courtroom', 'trial', 'court', 'shooting', 'attemptedmurder', 'mississippi', 'forgiveness', 'racialtension', 'kukluxklan', 'jurors']
463998;['basedonnovel', 'biography', 'highschool', 'daughter', 'basedontrueevents', 'blackpeople', 'holocaust', 'diary', 'ghetto', 'racialsegregation', 'racialtension', 'violenceinschools', 'idealism', 'gangviolence', 'principalwitness']
61578;['basedonnovel', 'worldwarii', 'nazis', 'soldier', 'shootout', 'explosion', 'castle', 'fistfight', 'training', 'mission', 'u.s.army', 'secretmission', 'commando', 'suicidemission', 'handgrenade']
74152;['teacher', 'holiday', 'france', 'school', 'children', '1970s', 'childabuse', 'teenagecrush', 'puberty', 'cinema', 'childhood', 'dailylife', 'community', 'difficultchildhood', 'childrensrights']
350258;['biography', '1970s', 'jazz', 'blackpeople', 'blindnessandimpairedvision', 'childhoodtrauma', 'lossofbrother', 'soul', 'countrymusic', 'fromragstoriches', 'overdose', 'busride', 'recordproducer', 'georgia', 'gospel']
56142;['sequel', 'island', 'japan', 'jungle', 'mutant', 'helicopter', 'japanese', 'giantmonster', 'kaiju', 'tokyojapan', 'godzilla', 'tokusatsu', 'octopus', 'gojira', 'kingkong']
89885;['death', 'zombie', 'hospital', 'student', 'cultfilm', 'decapitation', 'insanity', 'madscientist', 'humanexperimentation', 'laboratory', 'severedhead', 'splatter', 'blackhumor', 'overdose', 'h.p.lovecraft']
395584;['murder', 'violence', 'sequel', 'serialkiller', 'torture', 'psychopath', 'roadmovie', 'sheriff', 'shootout', 'roadtrip', 'cultfilm', 'fire', 'sadism', 'extremeviolence', 'motel']
118880;['violence', 'prison', 'escape', 'desert', 'shootout', 'explosion', 'undercover', 'helicopter', 'airport', 'brutality', 'lasvegas', 'ambush', 'gasstation', 'convict', 'bravery']
49261;['jealousy', 'hotel', 'texas', 'funeral', 'restaurant', 'judge', 'ranch', 'turkey', 'hunting', 'senator', 'fromragstoriches', 'sexism', 'birthdayparty', 'tycoon', 'petrol']
55614;['musical', 'basedonplayormusical', 'rivalry', 'immigrant', 'forbiddenlove', 'streetgang', 'showdown', 'policeman', 'highway', 'interracialrelationship', 'loveatfirstsight', 'younglove', 'slum', 'attemptedrape', 'obsessivelove']
460829;['independentfilm', 'murder', 'circus', 'wife', 'marriedcouple', 'filmdirector', 'identity', 'moviestar', 'parallelworld', 'homelessperson', 'spectacle', 'filmproducer', 'violenthusband', 'filmbusiness', 'deceivedhusband']
92593;['france', 'resistance', 'parentchildrelationship', 'german', 'deportation', 'jewpersecution', 'auschwitz', 'jew', 'nationalsocialism', 'childhoodmemory', 'biography', 'antisemitism', 'bestfriend', 'catholicism', 'resistancefighter']
254686;['basedonnovel', 'sex', 'nudity', 'love', 'teacher', 'music', 'student', 'concert', 'fantasy', 'mother', 'voyeur', 'power', 'victim', 'desire', 'pianist']
86896;['independentfilm', 'murder', 'sex', 'nudity', 'femalenudity', 'teenager', 'highschool', 'serialkiller', 'detective', 'prostitute', 'losangeles', 'money', 'student', 'killer', 'roadmovie']
118971;['nudity', 'obsession', 'seduction', 'religion', 'courtroom', 'hallucination', 'marriagecrisis', 'childabuse', 'bible', 'lust', 'southernusa', 'manhattan,newyorkcity', 'subway', 'ambition', 'evilspirit']
88915;['musical', 'gayinterest', 'gayman', 'theater', 'childhoodmemory', 'broadway', 'stageshow', 'sensuality', 'urbansetting', 'backstage', 'broadwaymusical', 'choreographer', 'tophat', 'chorusline', 'choreography']
425235;['fathersonrelationship', 'village', 'depression', 'child', 'rock', 'becominganadult', 'denmark', 'bravery', 'classroom', 'teachersandstudents', 'rightandjustice', 'countrylife', 'musicteacher', 'idol', 'musicrecord']
137494;['nudity', 'londonengland', 'blackmail', 'criminal', 'heist', 'undercover', 'thief', 'manhattan,newyorkcity', 'oldermanyoungerwomanrelationship', 'newyearseve', 'burglar', 'skyscraper', 'distrust', 'artthief', 'arttheft']
1298650;['aftercreditsstinger', '3d', 'soldier', 'ship', 'sword', 'battle', 'pirate', 'sea', 'captain', 'mermaid', 'mutiny', 'swashbuckler', 'sailing', 'primeminister', 'duke']
104797;['biography', 'police', 'prison', 'newyork', 'beach', 'assassination', 'historicalfigure', 'bible', 'muslim', 'policebrutality', 'islam', 'prisoncell', 'kukluxklan', 'jailguard', 'civilrightsmovement']
445691;['prison', 'fathersonrelationship', '1970s', 'shootout', 'brothersisterrelationship', 'history', 'underground', 'deathpenalty', 'anarchist', 'politicalactivism', 'barcelonaspain', 'demonstration', 'totalitarianregime', 'bulletwound', 'anarchy']
163978;['hippie', 'exoticisland', 'beach', 'map', 'groupdynamics', 'sharkattack', 'leader', 'thailand', 'community', 'backpacker', 'delusion', 'marijuana', 'youth', 'shark', 'extramaritalaffair']
810868;['friendship', 'suicide', 'hospital', 'blackmail', 'alcohol', 'assassination', 'carcrash', 'berlin', 'cocaine', 'drugabuse', 'tvshow', 'arrest', 'loyalty', 'senseofguilt', 'solidarity']
105665;['murder', 'suspense', 'smalltown', 'detective', 'investigation', 'supernatural', 'prostitution', 'ruralsetting', 'bar', 'basedontvseries', 'surreal', 'sexualabuse', 'orgy', 'drugsandaddiction', 'disturbedteenager']
78346;['aftercreditsstinger', 'superhero', 'basedoncomic', 'journalist', 'criminal', 'superpowers', 'dccomics', 'savingtheworld', 'sabotage', 'superhumanstrength', 'crimefighter', 'nuclearmissile', 'galaxy', 'northpole', 'savetheday']
286716;['monster', 'dog', 'doctor', 'superhero', 'scientist', 'desert', 'gun', 'california', 'sanfrancisco', 'marvelcomic', 'military', 'transformation', 'fear', 'mutation', 'psychology']
479884;['nudity', 'revenge', 'drug', 'aftercreditsstinger', 'hitman', 'assassin', 'shootout', 'motorcycle', 'helicopter', 'carchase', 'swimmingpool', 'poison', 'fistfight', 'cellphone', 'adrenalin']
443706;['murder', 'police', 'serialkiller', 'journalist', 'reporter', 'california', 'sanfrancisco', 'newspaper', 'massmurder', 'plannedmurder', 'victim', 'killing', 'victimofmurder', 'embassy', 'threattodeath']
486576;['duringcreditsstinger', 'sequel', 'wedding', 'superhero', 'scientist', 'basedoncomic', 'airplane', 'forest', 'explosion', 'fire', 'helicopter', 'marvelcomic', 'military', 'transformation', 'outerspace']
388505;['paris', 'fathersonrelationship', 'doctor', 'loveofoneslife', 'adoption', 'christian', 'lossofmother', 'underdog', 'jew', 'immigration', 'xenophobia', 'trauma', 'posttraumaticstressdisorder', 'medicine', 'rabbi']
829459;['independentfilm', 'murder', 'friendship', 'pregnancy', 'newlove', 'fbi', 'faith', 'terror', 'journalism', 'sadness', 'loss', 'hope', 'despair', 'hostagedrama', 'pakistan']
842929;['newsbroadcast', 'decision', 'fall', 'teenangst', 'independentfilm', 'fatalaccident', 'flashforward', 'teenager', 'break-up', 'teenageboy', 'securityguard', 'nonlineartimeline', 'torsocutinhalf', 'skateboarder', 'autumn']
1028528;['violence', 'duringcreditsstinger', 'gore', 'slasher', 'psychopath', 'bar', 'carchase', 'exploitation', 'sadism', 'stalker', 'femalefriendship', 'ladykiller', 'women', 'womensprison', 'sadist']
465188;['family', 'fathersonrelationship', 'italy', 'ship', 'usa', 'fantasy', 'peasant', 'mute', 'tradition', 'home', 'sicily', 'familyhistory', 'emigrant', 'restart', 'emigration']
292610;['police', 'detective', 'robbery', 'basedontruestory', 'hostage', 'neo-noir', 'thief', 'policeofficer', 'bankrobbery', 'bank', 'theft', 'femmefatale', 'policeman', 'policedetective', 'robber']
187393;['rebel', 'southernusa', 'lossofson', 'martialarts', 'general', 'lossoffamily', 'passion', 'insurgence', 'french', 'daughter', 'southcarolina', 'british', 'basedontruestory', 'gore', 'mission']
382932;['family', 'paris', 'brotherbrotherrelationship', 'river', 'court', 'mouse', 'cook', 'work', 'kitchen', 'chef', 'rat', 'confidence', 'expensiverestaurant', 'window', 'leavingonesfamily']
119488;['detective', 'corruption', 'crime', 'corpse', '1950s', 'moviestar', 'shotgun', 'morgue', 'domesticviolence', 'districtattorney', 'callgirl', 'fword', 'switchblade', 'manwithglasses', 'goodcopbadcop']
109456;['sex', 'violence', 'nudity', 'suicide', 'california', 'eroticism', 'carchase', 'paranoia', 'psychiatrist', 'secretidentity', 'mentalillness', 'grief', 'voyeurism', 'therapist', 'disguise']
118887;['independentfilm', 'murder', 'violence', 'police', 'newyorkcity', 'corruption', 'fbi', 'carcrash', 'caraccident', 'bridge', 'dirtycop', 'newjersey', 'arson', 'handcuffs', 'burnedalive']
55608;['explosion', 'betrayal', 'laboratory', 'sabotage', 'mutiny', 'raceagainsttime', 'unitednations', 'nuclearmissile', 'climatechange', 'electrocution', 'brawl', 'religiousfanatic', 'moraldilemma', 'heat', 'diver']
60397;['doctor', 'scientist', 'military', 'submarine', 'coma', 'sabotage', 'wound', 'doubleagent', 'laser', 'claustrophobia', 'shrinking', 'radioactive', 'humanbody', 'miniaturization', 'security']
118771;['murder', 'suspense', 'kidnapping', 'desert', 'california', 'vacation', 'carchase', 'bank', 'deception', 'diner', 'ransom', 'stranded', 'highway', 'barn', 'redneck']
472582;['teenager', 'drug', 'highschool', 'suicide', 'rape', 'jealousy', 'student', 'secret', 'school', 'pregnancy', 'sexuality', 'americanfootball', 'tragedy', 'abuse', 'anorexia']
795368;['fathersonrelationship', 'brotherbrotherrelationship', 'secret', 'funeral', 'parentchildrelationship', 'agedifference', 'coffin', 'sadness', 'lsd', 'farewell', 'femalecorpse', 'surprise', 'arrogance', 'studies', 'gathering']
889222;['womandirector', 'escape', 'teacher', 'soldier', 'motherdaughterrelationship', 'africa', 'wilderness', 'water', 'survivor', 'refugee', 'emigrant', 'restart', 'famine', 'misery', 'willtosurvive']
97257;['musical', 'sex', 'police', 'alien', 'romance', 'hospital', 'dream', 'romanticcomedy', 'dancing', 'spaceship', 'swimmingpool', 'bikini', 'makeover', 'furry', 'beautysalon']
70299;['berlin', 'femalenudity', 'lifeanddeath', 'loveofoneslife', 'unexpectedhappiness', 'nudity', 'lovers', 'kiss', 'marriage', 'tenderness', 'partnership', 'fate', 'fallinginlove', 'death', 'eastgermany']
765443;['murder', 'sex', 'femalenudity', 'gay', 'gangster', 'londonengland', 'malenudity', 'fathersonrelationship', 'jealousy', 'hitman', 'motherdaughterrelationship', 'orphan', 'motorcycle', 'undercover', 'russian']
144214;['murder', 'basedonnovel', 'nudity', 'suicide', 'detective', 'investigation', 'politics', 'conspiracy', 'fatherdaughterrelationship', 'betrayal', 'paranoia', 'u.s.army', 'general', 'cover-up', 'bondage']
376541;['fathersonrelationship', 'basedonplayormusical', 'photographer', 'fallinginlove', 'kiss', 'cheating', 'lover', 'lie', 'forbiddenlove', 'photography', 'lossoflover', 'secretlove', 'loveatfirstsight', 'liar', 'deathoffather']
985699;['violence', 'friendship', 'worldwarii', 'suicide', 'wifehusbandrelationship', 'assassination', 'bomb', 'berlin', 'deception', 'resistance', 'adolfhitler', 'plan', 'colonel', 'militaryofficer', 'treason']
460780;['revenge', 'family', 'monster', 'magic', 'newlove', 'loveofoneslife', 'hero', 'fairytale', 'basedonvideogame', 'royalty', 'kingdom', 'son', 'lossoffamily', 'villain', 'medieval']
387514;['newyork', 'date', 'lovesickness', 'jewry', 'jealousy', 'agedifference', 'photographer', 'loveofoneslife', 'jewishlife', 'nightclub', 'artist', 'therapist', 'kiss', 'blond', 'childwish']
116253;['violence', 'flashback', 'airplane', 'rescue', 'hostage', 'shootout', 'explosion', 'disaster', 'bomb', 'terrorism', 'deception', 'ransom', 'surveillance', 'handtohandcombat', 'hijacking']
97351;['basedonnovel', 'sport', 'doctor', 'ghost', 'roadtrip', 'baseball', 'author', 'farm', 'miracle', 'regret', 'cornfield', 'reconciliation', 'recluse', 'pta', 'hearingvoices']
258463;['basedonnovel', 'paris', 'escape', 'flashback', 'assassin', 'shootout', 'amnesia', 'carchase', 'secretidentity', 'lovers', 'sniper', 'cellphone', 'missionofmurder', 'footchase', 'handtohandcombat']
372183;['basedonnovel', 'violence', 'suspense', 'sequel', 'assassin', 'shootout', 'amnesia', 'carchase', 'berlin', 'ontherun', 'lie', 'espionage', 'sniper', 'moscow', 'footchase']
440963;['basedonnovel', 'violence', 'sequel', 'paris', 'corruption', 'flashback', 'assassin', 'shootout', 'conspiracy', 'motorcycle', 'government', 'weapon', 'espionage', 'europe', 'madrid']
371246;['biography', 'wifehusbandrelationship', 'motherdaughterrelationship', 'parentchildrelationship', 'mother', 'immigrant', 'single', 'american', 'upperclass', 'singleparent', 'relationshipproblems', 'mexican', 'cook', 'illegalimmigration', 'class']
265349;['basedonnovel', 'smalltown', 'hospital', 'dream', 'reporter', 'hallucination', 'motel', 'alienlife-form', 'psychic', 'bridge', 'urbanlegend', 'premonition', 'westvirginia', 'telephonecall', 'deathofwife']
424136;['suicide', 'rape', 'torture', 'neighbor', 'photographer', 'teenagegirl', 'sadism', 'insanity', 'deception', 'mentalillness', 'shower', 'vigilante', 'lie', 'agedifference', 'oldermanyoungerwomanrelationship']
113409;['violence', 'suspense', 'smalltown', 'church', 'author', 'paranoia', 'insanity', 'disappearance', 'diner', 'gothic', 'newengland', 'publisher', 'h.p.lovecraft', 'crucifix', 'ghosttown']
86993;['murder', 'nudity', 'femalenudity', 'pregnancy', 'ship', 'adventure', 'basedontrueevents', 'sailor', 'lake', 'exoticisland', 'mutiny', 'sailing', 'whipping', 'nativepeoples', 'tahiti']
179626;['violence', 'revenge', 'femalenudity', 'police', 'prison', 'rape', 'newyork', 'death', 'detective', 'prostitute', 'robbery', 'escape', 'newyorkcity', 'torture', 'lawyer']
309698;['murder', 'serialkiller', 'detective', 'prostitute', 'psychiatrist', 'prisoner', 'motel', 'storm', 'stranded', 'rain', 'convict', 'murdermystery', 'ex-cop', 'psychopathy', 'nevada']
344510;['paris', 'prostitute', 'soldier', 'amnesia', 'worldwari', 'disappearance', 'wheelchair', 'privatedetective', 'lossoflover', 'teenagecrush', 'illegalprostitution', 'missingperson', 'lighthouse', 'lighthousekeeper', 'bodilydisabledperson']
427327;['music', 'basedonplayormusical', 'dream', 'dance', '1960s', 'television', 'duel', 'xenophobia', 'tvshow', 'performance', 'overweightwoman', 'racepolitics', 'integration', 'basedonmovie', 'schoolparty']
450385;['suicide', 'newyork', 'blood', 'wifehusbandrelationship', 'hotel', 'hauntedhouse', 'fire', 'suicideattempt', 'painting', 'hotelroom', 'research', 'telephone', 'lossofdaughter', 'window', 'door']
24034;['philadelphia', 'musical', 'stageshow', 'director', 'brokenankle', 'chorusline', 'petdog', 'broadway', 'fainting', 'chorusgirl', 'openingnight', 'crutch', 'eviction', 'plastercast', 'financialcrisis']
50280;['murder', 'revenge', 'suspense', 'remake', 'experiment', 'decapitation', 'madscientist', 'hammerhorror', 'creature', 'frankenstein', 'gothichorror', 'severedhead', 'morgue', 'brain', 'guillotine']
280486;['assassin', 'shootout', 'cia', 'nightclub', 'betrayal', 'carchase', 'deception', 'mistakenidentity', 'agent', 'espionage', 'ambush', 'undercoveragent', 'surveillance', 'hustler', 'twinbrother']
775417;['friendship', 'nazis', 'brothersisterrelationship', 'newlove', 'roommate', 'underdog', 'tourist', 'concentrationcamp', 'auschwitz', 'cohabitant', 'approach', 'bias', 'interpreter', 'concentrationcampprisoner', 'polen']
