id;keylist_nolonely
28353;sex,party,friends,player
9427;suicideattempt,striptease,steelworker,repossession,malestripper
172545;independentfilm,gayinterest,gayman,womandirector
17589;england,assassination,queen,prince,widow,victorianengland,royalty,independentfilm
3597;secret,blackmail,fisherman,police,highschool,cover-up,friends,revenge,murder,pageant,slasher,teenager,killer
1813;nudity,newyorkcity,obsession,seduction,religion,courtroom,hallucination,marriagecrisis,childabuse,bible,lust,southernusa,manhattan,subway,ambition
36797;astronaut,chimpanzee
12628;fbi,gangwar,surgeon,beautifulwoman,losangeles,drug,drugaddict
33344;whitehouse,johnf.kennedy,basedonplayormusical,independentfilm,familyrelationships,incest,mentalillness
25099;circus,lion,eccentric,robot
45019;womandirector
63437;radio,money,radiodj
62422;interview,tribute,rockmusic,rockband,concertfilm
782;dystopia,investigation,suicideattempt,cheating,dystopicfuture,falseidentity,hostility,newidentity,genetics,spacemission,dna,paraplegic,spaceman,heartdisease,exercise
29911;fairy,fairytale
9827;sheriff,ruralsetting,losangeles,u.s.soldier,fearofdying
1959;underdog,sea,wales,ukraine,strangeness,shipwreck,lossofhusband,doctor,xenophobia,womandirector,strangeperson
8067;murder,basedonnovel,sex,violence,love,kidnapping,blood,robbery,writer,hostage,chase,robot,angel,ransom,heaven
125052;prison,newmexico,smuggling,gang,theft
45153;sistersisterrelationship,menstruation,superstition,independentfilm,curse,motherdaughterrelationship,tavern,auntniecerelationship,fatherdaughterrelationship,allblackcast,womandirector
10871;lossofson,serialkiller,train
14398;detective,surgeon,stripper,profanity,murder,brutality,buddy
10890;date,ex-girlfriend,u.s.army,militaryspoof
99002;womandirector
1281;paris,londonengland,losangeles,hospital,california,painting,airport,museum,amusementpark,chaos,destroy,guard,laxative,vault,clumsyfellow
32332;dancing,victim,love,independentfilm,poolcleaner
9770;journalist,museum,hostagedrama,independentfilm
12616;aids,cheating,one-nightstand,chance,deathofafriend,friendship,independentfilm
34838;dancer,dance,tango,womandirector
14905;england,civilwar,journalist,sarajevo,orphanage,bosnianwarof1992-1995
14583;prostitute,secret,murder,violence
11975;jurors,proof,courtcase,leukemia,lawyer,courtroom
4995;pornography,sex,pornactor,pornographicvideo,fromragstoriches,drug,pornindustry,gayleadcharacter
9281;corruption,detective,policebrutality,amish,suspense,lancaster,pa
45928;rembrandt,suspense,art,forger
563;moon,asteroid,spacemarine,intelligence,buenosaires,spacebattle,dystopia,army,satire,spaceship,soldier,drillinstructor,military
61337;nun,satire,hospital,halfsister
19931;basedonnovel,motherdaughterrelationship,chinese,family,chineseamerican
31535;inventor,invention,scandal
10215;doublelife,commercial,fantasy,chance,marketing,timetravel,inflagranti,ambiguousending,alternativereality
9823;martialarts,authority,tournament,battle,fighting,basedonvideogame,handtohandcombat
37165;claustrophobia,hiddencamera,dystopia,realityshow,makebelieve
45609;independentfilm,britishhighsociety
38904;femalenudity,flower,impalement,womandirector
9407;china,deathpenalty,law,businessman,murder
4824;fbi,coldwar,hitman
9444;tzar,musical,russianrevolution,trainexplosion,foreignlanguageadaptation
9414;londonengland,bomb,brotherbrotherrelationship,helicopter,basedonnovel,bank,tvshow,theatremilieu,mistakenidentity,escape,agent
8078;sequel,alien,dystopia,scientist,betrayal,mercenary,android,cloning,flamethrower,impalement,smuggler,geneticengineering,disembowelment,xenomorph,genemanipulation
29938;femalenudity,mutant,cabin,alienlife-form,forest,vacation,spaceship
11831;cuba,mutiny,slavery,sentence,historicalfigure,havanna,tallship,slavetrade
2895;christianity,coma,jealousy,radiostation,texas,apostle,minister,louisiana,forgiveness,independentfilm,preacher
39177;painter,womandirector,eroticmovie
19601;nazis,concentrationcampprisoner,independentfilm,gayinterest
124606;gang,audition,policefake,homeless,actress
42832;icehockey
22797;suicide,angel,difficultchildhood,insaneasylum,pig,friendship,boardingschool,alcoholism,murder,darkcomedy
2639;newyork,writer'sblock,insanity,independentfilm,author
9574;weddingvows,inventor,slime,green,flight,madscientist,wedding
10371;newyork,pennsylvania,cheating,taxconsultant,devoutness,amish
489;love,friends,flashback,baseball,professor,courtroom,university,psychologist,ambition,boston,irish,mathematics,janitor,genius,harvarduniversity
9714;parentchildrelationship,burglar,childhero,auto,bravery,toy,computerchip,technicaltoy
170430;psychopath
8197;dragqueen,voodoo,savannah
6283;brotherbrotherrelationship,lossoffather,mouse,house,inheritance
49728;womandirector
4233;filmfestivals,slaughter,slasher
191874;burglary,jewel,insuranceinvestigator,murderplot
10217;canada,suffering,village,paralysis,independentfilm,lawyer,schoolbus
438108;timetravel,alien,dinosaur,reptile
597;love,3d,ship,disaster,imax,shipwreck,epic,classdifferences,tragiclove,panic,1910s,starcrossedlovers,titanic,oceanliner,iceberg
714;londonengland,spy,england,motorcycle,china,television,intelligence,navy,secretservice,missile,tvstation,secretintelligenceservice,hamburggermany,manipulationofthemedia,newsbroadcast
52537;independentfilm
12799;adolescence,comingout,vororte,lyon,youthgang
9922;usa,post,postman,army,apocalypse
547;newyork,lovetriangle,motherdaughterrelationship,horse,travel,nature,animal,marriagecrisis,ranch,trauma,horsebackriding,montana,countrylife,crisis,confidence
25994;independentfilm
184;airport,underworld,armsdeal,weapon,police,drug
9746;buddhism,china,mountain,buddhistmonk,tibet,dalailama,lhasa,buddha
9438;lie,bluff,basedoncartoon,millionaire,luck,shortsighted
115;kidnapping,losangeles,marijuana,millionaire,cowboy,vietnamveteran,heartattack,lsd,unemployed,bowling,nihilism,ashes,impregnation,dude,carpet
27103;transvestism,gay,belgium,comingout,familyrelationships,comingofage,transgender,gender,lgbtchild
9410;artist,artists'life,childhoodmemory
32302;family,hostage,crime,rivalry,hero,youth,goodvsevil,danger,escapade,siblingsrelations,vigilantism,heroicmission,savetheday,youngheroes,buddies
216794;mafia,mobster,brooklynnewyorkcity
88863;murder,betrayal,diamond,jamaican
41417;prison,fire,firemen,criminal,jailbreak,forestfire
12538;blindnessandimpairedvision,womandirector
586;rape,war,extramaritalaffair,soldier,cia,usapresident,government,filmmaker,washingtond.c.,warveteran,senator,electioncampaign,presidentialelection,manipulationofthemedia,gulfwar
2666;soul,sleep,manipulation,future,dystopia,chaos,memory,duel,parallelworld,technoir,matrix,neo-noir
46338;seduction,cheatinghusband,rehearsal
54007;meteor,superhero
11258;sheriff,rain,evacuation,armoredcar,crook,hoodlum
9490;smoking,company,marijuana,drug,womandirector
9411;murder,police,family,detective,supernatural,psychopath,religion,neo-noir,curse,evil,devil,bible,seriesofmurders,angel,execution
25719;love,londonengland,wedding,hospital,money,chase,nightclub,thief,wealth,secretary,business,fraud,scam,liar,parole
9033;angel,monk,autopsy,symbol,hospital
11220;love,hitman,killer,assassin,gambling,bar,surreal,hongkong,city,beer,cigarettesmoking,drifter,dangerous,bulletwound,mysterious
21253;assassination,brazilian,ambassador,freedom,drama,plot,revolutionary
6116;pop,popculture,popstar
9457;oceanliner,seamonster,jewelheist,armedrobbery
39424;independentfilm
44361;mothersonrelationship
11702;revenge,hitman,funeral,drugdealer,china,usa,ontherun,fugitive,sniper,druglord,sunglasses,onemanarmy,chinatown,contractkiller,silencer
2923;londonengland,robbery,doublelife,jazzclub,thief,suspense,teacher
12238;journalist,airport,vampire,airplane,undead,reporter,seriesofmurders,femalecorpse,tabloidreporter
11568;prison,blues,half-brother,orphanage,band
41577;independentfilm
66894;miami,busride,roadtrip,independentfilm,bustrip,womandirector,harlem
11003;weddingvows,marriageproposal,loveofone'slife,bride,bridegroom
10153;ocean,extraterrestrialtechnology,spacemarine,paranoia,raumschiffabsturz,alien,psychologist,deepsea
30949;sex,kidnapping,scam,cigarettesmoking,writer
2898;singleparent,waitress,lonewolf,friendship,neighbor,author,cowardliness,writer,dog,unlikelyfriendship
9558;malenudity,femalenudity,violence
320011;womandirector
26269;ex-cop,retired
11808;cia,transportofprisoners,innocence,escape,agent
6970;australian,australia,conartist,americanabroad
47452;obsession,love,obsessivelove,actor
18205;malenudity,mexico,prostitute,adultery,sexuality,basedonnovel,dream,pimp,nudity,gayparent,mexican,neighborhood
36943;surfer,wave,surfboard,surfing,travel
21736;climbing,imax,mountainclimbing,mountaineering,mounteverest
17941;horse,farm,fall,borderlinepersonalitydisorder,suspense,domineeringmother
10668;ransom,hostage,kidnapping,rain,sister,betrayal,mobster,hospital,mansion,pistol,pokergame,killer,alcoholic,groupoffriends,hoodlum
9313;france,swordplay,mask,musketeer
42807;bankrobber,crimespree
617;duringcreditsstinger,rape,extramaritalaffair,blackmail,seduction,eroticism,millionaire,poison,single,courtcase,florida,court,plannedmurder,upperclass,sexualabuse
36568;parrot,research,thief,girl,mexicanamerican
37272;lovetriangle,kansas,singlefather
5910;gambling,farewell,sea,beach,yakuza,loss,japanesemafia
9440;whitehouse,usapresident,presidentialelection,scandal,georgew.bush,extramaritalaffair
53092;pharmacist,police,tourettesyndrome,doll,pharmacy
32911;boys'school
44308;independentfilm
124821;housewife,boardingschool,teacher,newengland,infatuation,multiplesclerosis
32456;love,revenge,loft,actor
93350;waitress,smalltown,oldflame
32144;parish,sterility,priest,miscarriage,womandirector
17127;blinddate,love,fallinginlove
19848;stripclub,stripper,dominatrix,catfight
1774;prison,airport,narration,ohio,protest
30265;independentfilm
2157;timetravel,sabotage,deepspaceexplorer
70581;japanese,bank,hostage,love,ontherun
8838;assassin,lossoffamily,autism,fbi,bangkok,nationalsecurityagency(nsa),boy,childinperil,fbiagent
29193;dialogue,confidence,invention,independentfilm
795;suicide,angel,lifeanddeath,desperation,operation,heaven,faith,afterlife,losangeles,interspeciesromance
16980;independentfilm,sex,nudity,love,drug,newyork,death,jealousy,investigation,friends,nightclub,depression,sexuality,theft,dancer
27472;roadtrip,weddingdate
47881;tallman,romania,giant
9469;prison,fathersonrelationship,homicide,begnadigung,releasefromprison,forgiveness,college,basketball,independentfilm
12488;secret,toshootdead,daughter,lawyer
81367;kids,sealion
267;sexualobsession,prostitute,adultery,adolescence,drugabuse,sexualabuse,madrid,paraplegic,bus,pregnancyandbirth
16148;detective,blackmail,independentfilm
21252;violenthusband,underclass,class,drugscene,addiction,dysfunctionalfamily,drug
73135;screenwriter,beach,island
9449;dwarves,household,lawyer,littlepeople,child'spointofview,realestate
6264;sword,prince,camelot,viking,princess,knight,king,excalibur
90414;womandirector
31220;basedonnovel,college,familyrelationships,jungle,professor,monkey,singleparent,expedition,anthropology,lecture,circumcision,papuanewguinea,fakedfootage,newguinea
13907;singing
29825;sex,photographer,nudity,satire,job,conspiracy,model,fashion,waiter,aspiration,manhattan,newyorkcity,voyeur
10622;journalist,martialarts,cook,drugdealer
30020;muslim,iraniannewwave
34582;antihero,falseidentity,postman
10216;serialkiller,losangeles,ontherun,astronaut,mercenary,transformation,virus,washingtond.c.,telepathy,quarantine,killingspree,dna,cloning,hybrid,mindreading
9771;baseball,trainer,baseballbat,career,training,sport
24560;greed,dollar,jackpot,atlanticcity,money,slotmachine
76330;jazz,lover(female),paparazzi,gondola,travel,womandirector
9448;bungee-jump,darkcomedy,cigarettesmoking,slowmotion,videostore,stealingacar,nightvisiongoggles,suitcasefullofmoney
38618;africa,tarzan
18316;fbi,truck
78373;smalltown,texas
77514;prostitute,hitman,translator
4415;falselyaccused,prisoner,blackmail,frenchrevolution,motherlylove
39467;dream
55561;independentfilm,womandirector
8656;usapresident,nasa,metereologist,spacemission,comet,naturaldisaster,tsunami,astronomer,astronaut,womandirector,disastermovie
58680;blinddate,love,manhattan,newyorkcity,womandirector
35161;suicide,canada,novascotia,dysfunctionalfamily,independentfilm,gayman,hometown,unhappiness,lgbt,dealingwiththepast
35796;sex,infidelity,lawnmower,nudity,suspicion,fascination,friendship,party,wealth,poverty,hypocrisy,voyeurism,discrimination
929;secret,atomicbomb,intelligence,missile,destroy,boataccident,flowerpot,atomicbombtest,u.s.army,egg,godzilla,pregnancy,kaiju,animalhorror
9452;missionofmurder,politics,electioncampaign,liberal,swearing,politicalsatire,hiphopculture
1878;fakeidentity,grapefruit,corvettestingray
9844;gay,louisiana,dyinganddeath,stepfather,independentfilm,teacher,death
14342;fight,bravery,slapstick,nativeamerican,bear,interraciallove,drinkingcontest,bipolardisorder,mauling
9715;texas,telegram,despair,leavingone'sfamily,funeral,costume,loss,highschool,judgment,dog,pond
26610;ruralsetting,nordicnoir
20064;drama
40961;psychoanalysis,razor,gore,psychiatrichospital,serialkiller,psychologist,hospital,throatslitting,killer,straightrazor,mentalhospital
1965;jealousy,blackmail,artist,plannedmurder,extramaritalaffair
312;womandirector,family,daughter,dyinganddeath,concert,berlin,lossofmother,child,teenagecrush,becominganadult,disabled,deaf-mute,deafness,signlanguage,translation
6068;familyguy
15037;womandirector,highschool,party,friends,college,alcohol,homophobia,dating,radio,break-up,rockband,cheerleader,nerd,costume,graduation
50043;courtesan,love,revenge
37636;sex,photographer,nudity,exploitation,career,magazine,photography,addiction,love,lesbian,drug,intern,womandirector
60951;egypt,napoleon,leopard,womandirector
21334;brothersisterrelationship,class,footrace
32284;dancing,sex,jealousy,dream,insomnia,police,love,friends,cafe
37410;alcohol,politics,murder,fame,money,drug
47481;france,teenagegirl,montage
53765;jealousy,substituteteacher,independentfilm
10674;homeland,musical,training,daughter,cricket,princess,dragon,luck
136134;journalist,murder,ireland,protestant
846;bomb,helicopter,secret,obsession,extraterrestrialtechnology,fbi,spacemarine,mutation,secretsociety,secretorganization,secretlab,government
12655;malenudity,hostage,gangsterboss,releasefromprison,dublin,irish,hoodlum
3050;talkingtoanimals,womandirector
1389;journalist,bedroom,purse,trunk,elmoreleonard
11020;trip,australia,orphanage,girls'boardingschool,basedontruestory,suspense,thriller
9464;prison,gambling,compulsivegambling
95;duringcreditsstinger,paris,wedding,daughter,space,astronaut,lossoffather,moon,savingtheworld,spacemarine,nasa,selfsacrifice,disastermovie,asteroid,eiffeltowerparis
944;lapd,houseonfire,revolver
35680;children,womandirector
11551;defenseindustry,toyshop,technicaltoy,soldier,prototype,killertoys,toycomestolife
473;hacker,mathematician,helix,headache,chaostheory,migraine,mathematics,insanity,genius
102304;sex,newjersey,teenager,drug,womandirector
544;surgeon,stalker,romanticcomedy,dreamgirl,taboo,screwballcomedy,grossoutcomedy,intellectualdisability
10513;alien,zombie,california,alieninvasion,resurrection,plan,stewardess,fog,gravedigger,flashlight,tombstone,ghoul,siren,wooden
28966;paris,worldwari,friendship,battlefield,aerialcombat,warfare,silentfilm,u.s.military
65203;musical,singer,pre-code,wisecrackhumor,earlysoundfilm,partiallylostfilm
143;germany,disillusion,worldwari,army,bootcamp,battlefield,steelhelmet,combat,warfare,trenches,youngsoldier
42861;newspaper,oklahoma,frontier,newspapereditor,landrush
33680;murder,hotel,burglar,tragiclove,jewelthief,stolenmoney,cardgame,baron,industrialist,conscience,publichumiliation,stenographer,dyingman,dachshund,flirtation
12311;bounty,captain,boat,mutiny,island,sailing,ship,tahiti,tyrant,flogging,voyage
43277;producer,broadway
43278;biography,historicalfigure,writer,devil'sisland
34106;monopoly,tycoon,house,love,friends,eccentric,secretary,freespirit,richsnob,stenographer
43266;wales,ruralsetting,coalmining
27367;england,basedonnovel,hostage,worldwarii,prisonersofwar,pilot,rose,bombing,dunkirk
17661;priest
28580;desperation,weekend,delirium,addiction,alcoholism,writer,alcoholic,bats,suicidalthoughts,lowselfesteem,filmnoir,paranoid
887;usa,posttraumaticstressdisorder,warveteran,worldwarii,rehabilitation,bodilydisabledperson
33667;antisemitism,soldier
23383;shakespeare,fathermurder
25430;southernusa,basedonnovel,newspaper,oscaraward,governor,politics,politician,riseandfall,reporter,politicalassassination,corruptpolitician,hick
27191;circus,travellingcircus
11426;hawaii,harassment,pearlharbor,bombing,militarylife,armybase
654;murder,suspense,union,dock,longshoreman,pigeon
15919;butcher,marriage,love,teacher,italianamerican,crying,overbearingmother,dancehall
1725;musical,basedonplayormusical,rivalry,immigrant,forbiddenlove,streetgang,showdown,policeman,highway,interracialrelationship,loveatfirstsight,younglove,slum,attemptedrape,obsessivelove
5769;fromragstoriches,tutor
874;england,pope,beheading,deathpenalty,protestantchurch,oath,henryviii
10633;southernusa,blackpeople,smalltown,policechief,suspect,racist,africanamerican,falseaccusations,policestation,racialtension
17917;pickpocket,musical,victorianengland,orphan
3116;shower
1051;policebrutality,marseille,nightlife,attemptedmurder,drugdealer,drugmule,gangsterboss,drugsmuggle,undercoveragent,hijackingoftrain
1366;fight,loveofone'slife,boxer,lovers,training,underdog,boxingmatch,transporter,independence,philadelphia,surprise,italo-american,worldchampion,publicity,victory
12102;wifehusbandrelationship,custodybattle,marriage,fallingfromheight,divorce,family,couple,selfishness,manhattan,newyorkcity,childcustody,bloodonface,abandonment
16619;posttraumaticstressdisorder,depression,suicideattempt,grief,dysfunctionalfamily,guilt,deathofson,grieving
9443;underdog,scotland,jewry,patriotism,olympicgames,jew,olympiansportsteam,ambition
11050;lossofhusband,cancer,motherdaughterrelationship,singlemother,neighborneighborrelationship
606;skabundertv,bagved,Øverstehylde
746;suicide,teacher,war,japan,china,suicideattempt,revolution,isolation,becominganadult,humanexperimentation,warcrimes,communism,arrangedmarriage,emperor,buddhism
380;individual,mentallydisabled,autism,lossoffather,yuppie,cardealer,egocentrism,travel,convertible,psychiatrist,duringcreditsstinger
403;individual,blackpeople,chauffeur,atlanta,widow,antisemitism,jewish,africanamerican,car,oldage
11485;prison,pickpocket,jinx,badluck,wedding
466;newyork,prostitute,detective,cat,obsession,pimp,junkie,perversity,audiotape,suspense,psychologist,missingperson,spectacle
13820;independentfilm,violence,police,alien,music,torture,scientist,surrealism,future,killer,conspiracy,cultfilm,california,cult,cocaine
15389;upperclass,newyork,independentfilm,debutante,youngadult
13597;maze,castle,puppet,surrealism,labyrinth,fantasyworld,goblin
2108;highschool,teenager,detention
10014;highschool,gay,party,supernatural,nightmare,dancing,hauntedhouse,fire,possession,transformation,diary,bdsm,disfigurement,sleepwalking,schoolbus
10072;grouptherapy,nightmare,hypnosis,trapped,alcoholic,mentalillness,catholicism,disfigurement,sleepwalking,mentalhospital,psychotherapist,dreams
10131;martialarts,nightmare,supernatural,highschool,resurrection,sequel,diner,alcoholic,disfigurement,dreams
10160;nun,baby,monster,asylum,nightmare,supernatural,resurrection,vision,torture,pregnancy,birth,disfigurement,fetus,dreams
11284;amnesia,nightmare,alternatedimension,psychologist,memoryloss,youth,killer,disfigurement,duringcreditsstinger,womandirector,dreams,memories
4488;drowning,lake,cabin,cult,revenge,murder,camp,slasher,fear,summer,teenager,maniac,counselor,desire,axeinthehead
9725;camping,summercamp,gore,slasher,bhorror
9728;lake,summercamp,murder,serialkiller,slasher,summer,jasonvoorhees
9730;lake,resurrection,morgue,serialkiller,jasonvorhees,hitchhike
9731;mask,psychology,serialkiller,hospital,teenager,seriesofmurders
10225;lightning,cemetery,mask,slasher,jasonvorhees
10281;lake,mask,telekinesis,psychopath,slasher,teenager,psychiatrist,jasonvorhees
10283;newyork,boat,mask,psychopath,highschool,sewerage,timessquare,serialkiller,teenager,jasonvorhees
948;independentfilm,violence,nudity,femalenudity,police,family,serialkiller,blood,slasher,cultfilm,marijuana,halloween,evil,mask,maniac
11281;sheriff,mask,halloween,michaelmyers
10676;commercial,factory,gasstation,curfew,mask,halloween,hospital,doctor,death,surveillancecamera
11357;sheriff,scissors,ambulance,halloween,twist,knife,sequel,murder,serialkiller,maskedkiller,blood,niece,evil,michaelmyers,october
11361;sequel,slasher,killer,sheriff,youth,psychiatrist,maskedkiller,barn,heroine,black,pitchfork,psychotronic,michaelmyers,kitten,boogeyman
36599;independentfilm,murder,sex,nudity,revenge,femalenudity,teenager,highschool,serialkiller,slasher,killer,marijuana,dancing,dance,canuxploitation
39929;murder,nudity,revenge,teenager,highschool,blood,ghost,infidelity,slasher,flashback,priest,canuxploitation,incest,possession,shower
41828;malenudity,nudity,highschool,sequel,independentfilm,prom,slasher,zombie,violence,canuxploitation,acid
41769;monk,sex,nun,nudity,underwear,crucifixion,murder,priest,slasher,bodydouble,casualsex,canuxploitation
10585;gun,birthday,voodoo,toy,stalker,murder,blood,slasher,explosion,killer,doll,evil,toycomestolife,ginger
11186;faithlessness,puppet,killertoys,toycomestolife
11187;recruit,puppet,killerdoll,serialkiller,militaryacademy,killertoys,toycomestolife
609;parentchildrelationship,medium,ghostbuster,poltergeist,hauntedhouse,dyinganddeath,familyrelationships,goodvsevil,paranormalphenomena,powerofgoodness,haunted
11133;monster,poltergeist,supernaturalpowers,familysecrets
10306;chicago,religionandsupernatural,supernaturalpowers,devil,demon
9552;demon,priest,possession,christian,girl,exorcism,religionandsupernatural,satan,ouijaboard,vomit,paranormalphenomena,profanity,crisisoffaith,stronglanguage,holywater
11586;exorcism,examination,pactwiththedevil,possession,priest,devil,demonicpossession,locust
11587;deathpenalty,suspicionofmurder,exorcism,doomedman,investigation,priest,psychiatrichospital,seriesofmurders,missingperson
941;self-destruction,losangeles,policedetective,exsoldier,buddycop,lapd,homicidedetective,christmas,deathofwife,recklessness
942;gang,policedetective,buddycop,lapd
943;rookiecop,shootingpractice,sittingonatoilet,policepsychologist,buddycop,aftercreditsstinger
927;monster,smalltown,holiday,chainsaw,puppet,kidsandfamily,departmentstore,humananimalrelationship,banking,pet,sunlight,fur,midnight,barsandrestaurants,salesperson
928;monster,newyork,dyinganddeath,restaurant,mutant,water,mutation,cowardliness,humananimalrelationship,skyscraper,tvstation,bat,electricshock,fur,researchstation
9340;gunfight,urination,hidden,referencetoliberace,housing,foreclosure,losttreasure
9342;california,spy,hero,horsebackriding,swordfight,revenge
38509;paris,dancing,jealousy,children,wedding,festival
12101;paranoia,dystopia,overpopulation,nearfuture
19;silentfilm,dystopia,future,robot,madscientist,inventor,manvsmachine,work,worker,classsociety,destruction,metropolis,chasescene,prophet,undergroundworld
165;teenager,sequel,timetravel,carrace,diner,inventor,skateboarding,lightning,flyingcar,alternatehistory,electricguitar,delorean,walkingcane
196;sequel,timetravel,train,shootout,nativeamerican,california,gunfight,outlaw,madscientist,inventor,saloon,horsebackriding,wildwest,cavalry,sportscar
551;prostitute,wifehusbandrelationship,brothersisterrelationship,ship,disaster,faith,travel,sea,shipwreck,newyear'seve,lifeanddeath,disasterfilm,cruise,disastermovie,wave
22328;spoof
32611;kidsandfamily
3170;forest,comingofage,bestfriend,lossoflovedone
346;japan,samurai,peasant,looting,rice,fencing,village,moralambiguity,battle,practice,16thcentury
859;seduction,sexuality,cheating,lovesickness,lover,passion,ladykiller,arrangedmarriage,frenchrevolution,plan,loveletter,fiancé,boredom,genderroles,praise
841;monster,dystopia,war,witch,spacetravel,spacemarine,water,mutation,atomicbomb,prophecy,emperor,telepathy,insurgence,chosenone,denunciation
11051;christianity,traitor,jesuschrist,roman,crucifixion,longing,moralconflict,cross,blasphemy,temptation,marymagdalene
242;italy,christianity,newyork,assassination,italo-american,vatican,pope,confession,helicopter,daughter,lawyer
1411;sex,eroticism,groupsex,bible,religionandsupernatural,faith,therapture,religiousconversion,endoftheworld,apocalypse,armageddon,religiousfanatic
9769;murder,nudity,love,police,teenager,teacher,jealousy,secret,blackmail,seduction,roadtrip,professor,illness,lust,voyeurism
9424;murder,sex,police,teenager,highschool,suicide,teacher,island,student,chase,nightmare,insanity,mindcontrol,rage,brainwashing
9835;italy,postman,mafia,escape,gangster,emigrant
857;worldwarii,airplane,army,military,1940s,warcrimes,warveteran,selfsacrifice,bravery,parachute,warship,cowardice,normandy,troops,americanflag
17539;gay,independentfilm,gayrelationship
10957;sword,pig
9570;killerrobot,spacemarine,ghostship,blackhole
16249;gambling,witch,americanfootballcoach,coach,pirate
19378;cat,alien
19379;mission
11164;competition,adversary,sport,icehockey,hockeyplayer,hockeycoach,youth
18887;leprechaun
24736;murder,survival,explosion
10122;artificialintelligence,farewell,homesickness,nasa,extraterrestrialtechnology,flyingsaucer,timetravel,adventure,alien,kidsandfamily,dog
24816;dancing,brothersisterrelationship,laughing,magic
9994;londonengland,detective,queen,sherlockholmes,cartoonmouse
12129;thelovebug
14140;automechanic,automobileracing,smartcar,montecarlorally,thelovebug
10439;witch,halloween,salem,trickortreating
11158;becominganadult,inventor,infant,family
9354;inventor,ant,shrinking,rieseninsekten,neighbor
34774;julesverne,shipwreck
37969;cat,bear,dog
9631;corruption,hostage,pension,innocence,police,hostage-taking,murder,suspense,conspiracy,bulletwound,negotiator
9820;matchmaking,divorced,twinsseparatedatbirth,womandirector
14013;stadium,invention,sport,mascot,party,friends,athlete,money,business,tequila,sportscaster
36606;womandirector,writer,hollywood,filmmaking,swimmingpool,filmmaker,filmdirector,moviestar,costume,stuntman,makingof,filmindustry,producer,filmcrew,hottub
96196;scotland,egg,lossofvirginity,kissing,womandirector
98505;kleptomania,hypnosis,maritalproblem
1779;capitalism,economics,unemployment,corporategreed
10849;newyork,cinema,greatdepression,fallinginlove,moviestar,spectacle
678;detective,smalltown,gasstation,deaf-mute,suppressedpast,femmefatale,partner,deception,briefcase,gangster,doublecross,classicnoir,taxevasion,framedformurder,filmnoir
907;lovetriangle,nurse,suicideattempt,lossoffamily,worldwari,russianrevolution1917,forbiddenlove,stepparents,daughter,epic
5961;brothersisterrelationship,sweden,lossofchild,lossoffather,bishop,dyinganddeath,funeral,childprodigy
47908;escape,seniorcitizen,daughter–in–law
2887;gay,aids,madeforcabletv,hiv,doctor,epidemic,lgbthistory,virus
11974;serialkiller,slasher,darkcomedy,psychopath,neighbor,vacation,paranoia,chainsaw,axemurder,murderer,psycho,dreamsequence,suburbia,olddarkhouse,neighborhood
20348;trip,airplane,independentfilm,skydiving,automobile,surpriseparty,austintexas,roadmovie,malebonding,firework
26648;concentrationcamp,eroticism,jam,uniform,sadomasochism,unfaithfulness,guilt,naziresistance,womandirector,vienna
11911;nazis,career,pactwiththedevil,demon,spectacle
793;smalltown,ear,suspense,independentfilm,policeman
35144;greatdepression,attemptedrape,hitchhiking,institution
9325;indianlead,narration,humananimalrelationship,musical,feralchild,jungle,talkinganimal,anthropomorphism,orphan,disney,animallead
10340;cat,spaghetti,lover(female),loveofone'slife,kiss,animation,dog
10144;sea,fireworks,prince,kingdom,daughter,mermaid,princess,animation,spell,truelove
10414;sportsteam,sport,icehockey,feel-goodending,thebiggame
10437;holiday,future,musical,past,scrooge,christmascarol,charlesdickens,christmas
15300;juvenilecrime,brawl,slingshot
12230;puppy,animation,dog,dalmatian
13380;holiday,motherdaughterrelationship,christmas
10693;flying,brothersisterrelationship,becominganadult,magic,fairy,childhero,bravery,pirategang,mermaid,animation,pirate,nativepeoples
11335;baby,blackmail,supernaturalpowers,basedoncartoon,sailor,abandonedbaby
11135;diamant,kidnapping,mouse,alligator,baby-snatching,eagle,australia,waterfall,poacher,nest,australianoutback
11319;kidnapping,mouse,baby-snatching,bottle,rescue,animation,energy,rescuemission,mole,car,hole
15969;middleeast,musical,sequel,revenge,magicalobject,animal,aftercreditsstinger,aladdin
10249;superhero,losangeles,pilothero,nazicollaborator,1980s
15943;lawyer,dog,districtattorney
10882;musical,magic,animation,castle,fairytale,princess,prince,kiss,dragon,knight,kingdom,basedonfairytale,dungeon,sleep,sleepingbeauty
24808;basedonnovel,dream,witch,decapitation,boy,circus,storm,gothic,carnival,spider,blackmagic,clown,elephant,childmurder,lightning
19762;independentfilm
13850;southern
2619;bachelor,mermaid
53565;musical
27332;sex,basedonnovel,oklahoma,shooting,comingofage
97;videogame,hacker,virtualreality,dystopia,computer,sciencefiction
10419;suicide,worldwarii,musical,antisemitism,naziresistance
11675;violence,death,california,halloween,sister,brother,evil,boardingschool,uncle,maskedkiller,newidentity,witnessprotection,principal,michaelmyers,schoolparty
2107;television,meteorology,metereologist,tvduel,weatherman,losangeles,unemployment
6471;phonebook,sharecropper,tenniscourt
9442;nostalgia,parody,moviereference,blackandwhite,cultfilm,privatedetective,neo-noir,1940s
11591;brain,justmarried,marriagecontract,wedding,brainsurgeon
