id;keywords;title;imdb_id;keywords_len
490;[{'id': 316, 'name': 'chess'}, {'id': 548, 'name': 'countryside'}, {'id': 616, 'name': 'witch'}, {'id': 1318, 'name': 'blacksmith'}, {'id': 1501, 'name': 'allegory'}, {'id': 1715, 'name': 'symbolism'}, {'id': 2679, 'name': 'artist'}, {'id': 2829, 'name': 'last judgment'}, {'id': 2867, 'name': 'pest'}, {'id': 2868, 'name': 'crusade'}, {'id': 2869, 'name': 'juggler'}, {'id': 2871, 'name': 'burning of witches'}, {'id': 2875, 'name': 'sense of life'}, {'id': 3737, 'name': 'dying and death'}, {'id': 15001, 'name': 'demon'}, {'id': 208313, 'name': 'death personified'}, {'id': 209837, 'name': 'death incarnate'}];The Seventh Seal;tt0050976;17
422;[{'id': 30, 'name': 'individual'}, {'id': 495, 'name': 'scapegoat'}, {'id': 596, 'name': 'adultery'}, {'id': 776, 'name': 'screenplay'}, {'id': 884, 'name': 'cinecittà'}, {'id': 886, 'name': 'film making'}, {'id': 887, 'name': 'film producer'}, {'id': 894, 'name': 'depression'}, {'id': 1252, 'name': 'suicide attempt'}, {'id': 1381, 'name': 'sun glasses'}, {'id': 2055, 'name': 'creative crisis'}, {'id': 2056, 'name': 'kurort'}, {'id': 2058, 'name': 'film setting'}, {'id': 2467, 'name': 'difficult childhood'}, {'id': 2534, 'name': 'missile'}, {'id': 3737, 'name': 'dying and death'}, {'id': 6059, 'name': 'unsociability'}, {'id': 34094, 'name': 'extramarital affair'}, {'id': 161288, 'name': 'existence'}, {'id': 184989, 'name': 'spectacle'}];8½;tt0056801;20
9964;[{'id': 2658, 'name': 'new zealand'}, {'id': 4295, 'name': 'collector'}, {'id': 10292, 'name': 'gore'}, {'id': 10471, 'name': 'cult favorite'}, {'id': 12394, 'name': 'chainsaw'}, {'id': 15344, 'name': 'shot in the stomach'}, {'id': 15351, 'name': 'kicked in the crotch'}, {'id': 18510, 'name': 'head ripped off'}, {'id': 157748, 'name': 'fast food'}, {'id': 157754, 'name': 'knife through the neck'}, {'id': 157758, 'name': 'axe murder'}, {'id': 157760, 'name': 'arm blown off'}, {'id': 157762, 'name': 'directorial debut'}, {'id': 157764, 'name': 'testosterone'}, {'id': 157765, 'name': 'split head'}];Bad Taste;tt0092610;15
694;[{'id': 612, 'name': 'hotel'}, {'id': 1533, 'name': 'isolation'}, {'id': 1611, 'name': 'hotelier'}, {'id': 1981, 'name': 'colorado'}, {'id': 2158, 'name': 'maze'}, {'id': 3458, 'name': 'bartender'}, {'id': 3598, 'name': 'ax'}, {'id': 6262, 'name': 'delusion'}, {'id': 9957, 'name': 'loneliness'}, {'id': 10241, 'name': 'caretaker'}, {'id': 10629, 'name': 'vision'}, {'id': 10794, 'name': 'snow'}, {'id': 13028, 'name': 'writer'}, {'id': 33457, 'name': 'alcoholic'}, {'id': 190107, 'name': 'snowed in'}, {'id': 198471, 'name': 'off season'}];The Shining;tt0081505;16
765;[{'id': 7946, 'name': 'deer'}, {'id': 8636, 'name': 'blood splatter'}, {'id': 11335, 'name': 'tape recorder'}, {'id': 12394, 'name': 'chainsaw'}, {'id': 13153, 'name': 'spirit'}, {'id': 14819, 'name': 'violence'}, {'id': 18451, 'name': 'over the top'}, {'id': 155626, 'name': 'shot in the arm'}, {'id': 157458, 'name': 'book of the dead'}, {'id': 157459, 'name': 'evil dead'}, {'id': 157465, 'name': 'eyeball'}, {'id': 157466, 'name': 'necronomicon'}, {'id': 157468, 'name': 'tarmac'}, {'id': 157470, 'name': 'meat cleaver'}, {'id': 157471, 'name': 'shot through a wall'}];Evil Dead II;tt0092991;15
5925;[{'id': 818, 'name': 'based on novel'}, {'id': 895, 'name': 'optimism'}, {'id': 1223, 'name': 'switzerland'}, {'id': 1480, 'name': 'baseball'}, {'id': 1505, 'name': 'famous score'}, {'id': 1563, 'name': 'prisoner'}, {'id': 1879, 'name': 'shower'}, {'id': 1956, 'name': 'world war ii'}, {'id': 1968, 'name': 'prisoners of war'}, {'id': 2147, 'name': 'claustrophobia'}, {'id': 2652, 'name': 'nazis'}, {'id': 4276, 'name': 'machinegun'}, {'id': 5034, 'name': 'attempt to escape'}, {'id': 5136, 'name': 'uniform'}, {'id': 6089, 'name': 'freedom'}, {'id': 9672, 'name': 'based on true story'}, {'id': 9774, 'name': 'prison guard'}, {'id': 10685, 'name': 'escape'}, {'id': 11105, 'name': 'swastika'}, {'id': 11246, 'name': 'barbed wire'}, {'id': 11267, 'name': 'solitary confinement'}, {'id': 14735, 'name': 'motorcycle'}, {'id': 160175, 'name': 'alps'}];The Great Escape;tt0057115;23
8428;[{'id': 236, 'name': 'suicide'}, {'id': 1002, 'name': 'authority'}, {'id': 1701, 'name': 'hero'}, {'id': 1859, 'name': 'arizona'}, {'id': 2135, 'name': 'radio'}, {'id': 2483, 'name': 'nudity'}, {'id': 4630, 'name': 'chaos'}, {'id': 6089, 'name': 'freedom'}, {'id': 6158, 'name': 'cult'}, {'id': 6270, 'name': 'high school'}, {'id': 11196, 'name': 'rebellion'}, {'id': 12974, 'name': 'principal'}, {'id': 12988, 'name': 'pirate'}, {'id': 13130, 'name': 'teenager'}, {'id': 159947, 'name': 'parents'}, {'id': 186117, 'name': 'dj'}];Pump up the Volume;tt0100436;16
105;[{'id': 389, 'name': 'clock tower'}, {'id': 830, 'name': 'car race'}, {'id': 949, 'name': 'terrorist'}, {'id': 951, 'name': 'delorean'}, {'id': 952, 'name': 'lightning'}, {'id': 953, 'name': 'guitar'}, {'id': 955, 'name': 'plutonium'}, {'id': 999, 'name': 'sports car'}, {'id': 1436, 'name': 'inventor'}, {'id': 1743, 'name': 'journey in the past'}, {'id': 4379, 'name': 'time travel'}, {'id': 4776, 'name': 'race against time'}, {'id': 9104, 'name': 'partner'}, {'id': 9789, 'name': 'misfit'}, {'id': 10125, 'name': 'mad scientist'}, {'id': 11860, 'name': 'fish out of water'}, {'id': 18425, 'name': 'teenage love'}, {'id': 40850, 'name': 'destiny'}, {'id': 186189, 'name': 'hidden identity'}, {'id': 187376, 'name': 'odd couple'}, {'id': 187710, 'name': 'escapade'}, {'id': 189449, 'name': 'disorder'}, {'id': 206687, 'name': 'chases and races'}, {'id': 206715, 'name': 'love and romance'}, {'id': 206720, 'name': 'teenage life'}, {'id': 206735, 'name': 'misfit partners'}, {'id': 206736, 'name': 'changing the past or future'}, {'id': 206737, 'name': 'getting home'}, {'id': 206738, 'name': 'inventions and discoveries'}];Back to the Future;tt0088763;29
149;[{'id': 83, 'name': 'saving the world'}, {'id': 464, 'name': 'total destruction'}, {'id': 467, 'name': 'megacity'}, {'id': 542, 'name': 'street gang'}, {'id': 1353, 'name': 'underground'}, {'id': 1402, 'name': 'general'}, {'id': 1485, 'name': 'stadium'}, {'id': 1706, 'name': 'experiment'}, {'id': 1815, 'name': 'atomic bomb'}, {'id': 2766, 'name': 'mutation'}, {'id': 4565, 'name': 'dystopia'}, {'id': 6092, 'name': 'army'}, {'id': 12190, 'name': 'cyberpunk'}, {'id': 14736, 'name': 'motorcycle gang'}, {'id': 210024, 'name': 'anime'}];Akira;tt0094625;15
339;[{'id': 90, 'name': 'paris'}, {'id': 242, 'name': 'new york'}, {'id': 444, 'name': 'taxi'}, {'id': 467, 'name': 'megacity'}, {'id': 588, 'name': 'rome'}, {'id': 811, 'name': 'dialogue'}, {'id': 1499, 'name': 'pastor'}, {'id': 1749, 'name': 'taxi driver'}, {'id': 1757, 'name': 'passenger'}, {'id': 1759, 'name': 'night life'}, {'id': 1760, 'name': 'casual meeting'}, {'id': 1761, 'name': 'metropolis'}, {'id': 1772, 'name': 'german democratic republic'}, {'id': 1785, 'name': 'casting agent'}, {'id': 1786, 'name': 'heart attack'}, {'id': 1787, 'name': 'helsinki'}, {'id': 3752, 'name': 'night'}, {'id': 11933, 'name': 'conflict'}, {'id': 12670, 'name': 'los angeles'}, {'id': 14828, 'name': 'city'}, {'id': 163080, 'name': 'finland'}, {'id': 167043, 'name': 'road movie'}, {'id': 171054, 'name': 'understanding'}];Night on Earth;tt0102536;23
89;[{'id': 83, 'name': 'saving the world'}, {'id': 110, 'name': 'venice'}, {'id': 113, 'name': 'holy grail'}, {'id': 295, 'name': 'library'}, {'id': 483, 'name': 'riddle'}, {'id': 494, 'name': 'father son relationship'}, {'id': 1294, 'name': 'whip'}, {'id': 1454, 'name': 'treasure'}, {'id': 2652, 'name': 'nazis'}, {'id': 2847, 'name': 'entrapment'}, {'id': 2901, 'name': 'crusader'}, {'id': 6956, 'name': 'treasure hunt'}, {'id': 10685, 'name': 'escape'}, {'id': 11102, 'name': 'panzer'}, {'id': 14656, 'name': 'order of the templars'}, {'id': 41586, 'name': 'archaeologist'}, {'id': 176731, 'name': 'indiana jones'}, {'id': 184134, 'name': 'archeology\xa0'}];Indiana Jones and the Last Crusade;tt0097576;18
783;[{'id': 789, 'name': 'muslim'}, {'id': 958, 'name': 'indian lead'}, {'id': 1775, 'name': 'demonstration'}, {'id': 1956, 'name': 'world war ii'}, {'id': 2883, 'name': 'imprisonment'}, {'id': 3398, 'name': 'release from prison'}, {'id': 3644, 'name': 'south africa'}, {'id': 3930, 'name': 'bravery'}, {'id': 4089, 'name': 'hunger strike'}, {'id': 4090, 'name': 'colony'}, {'id': 4092, 'name': 'morning prayer'}, {'id': 4096, 'name': 'hindu'}, {'id': 4097, 'name': 'independence'}, {'id': 4100, 'name': 'british army'}, {'id': 4101, 'name': 'political negotiations'}, {'id': 4102, 'name': 'conference'}, {'id': 4104, 'name': 'nonviolent resistance'}, {'id': 4106, 'name': 'apartheid'}, {'id': 4107, 'name': 'british empire'}, {'id': 4108, 'name': 'protest'}, {'id': 4109, 'name': 'independence movement'}, {'id': 4110, 'name': 'bombay india'}, {'id': 4112, 'name': 'strike'}, {'id': 6089, 'name': 'freedom'}, {'id': 6157, 'name': 'prayer'}, {'id': 6193, 'name': 'world religion'}, {'id': 6194, 'name': 'hinduism'}, {'id': 7926, 'name': 'mahatma gandhi'}, {'id': 33485, 'name': 'calcutta'}];Gandhi;tt0083987;29
830;[{'id': 1280, 'name': 'lasergun'}, {'id': 1299, 'name': 'monster'}, {'id': 1826, 'name': 'space marine'}, {'id': 1872, 'name': 'loss of father'}, {'id': 3243, 'name': 'flying saucer'}, {'id': 4190, 'name': 'lost civilisation'}, {'id': 4191, 'name': 'defense mechanism'}, {'id': 5600, 'name': 'daughter'}, {'id': 5721, 'name': 'engineer'}, {'id': 10124, 'name': 'laboratory'}, {'id': 12405, 'name': 'outer space'}, {'id': 13031, 'name': 'creature'}, {'id': 13040, 'name': 'electrocution'}, {'id': 14544, 'name': 'robot'}, {'id': 14825, 'name': 'electronic music score'}, {'id': 15246, 'name': 'sabotage'}, {'id': 162801, 'name': 'subterranean'}, {'id': 189115, 'name': 'invisibility'}, {'id': 208337, 'name': 'lost race'}, {'id': 210393, 'name': 'nuclear reactor'}, {'id': 221816, 'name': 'disobeying orders'}, {'id': 222915, 'name': 'forcefield'}, {'id': 227719, 'name': 'alien civilization'}];Forbidden Planet;tt0049223;23
2323;[{'id': 802, 'name': 'regret'}, {'id': 818, 'name': 'based on novel'}, {'id': 1480, 'name': 'baseball'}, {'id': 2618, 'name': 'miracle'}, {'id': 4932, 'name': 'farm'}, {'id': 6075, 'name': 'sport'}, {'id': 7312, 'name': 'road trip'}, {'id': 10818, 'name': 'author'}, {'id': 13005, 'name': 'doctor'}, {'id': 156802, 'name': 'cornfield'}, {'id': 158086, 'name': 'recluse'}, {'id': 158679, 'name': 'pta'}, {'id': 162846, 'name': 'ghost'}, {'id': 163976, 'name': 'reconciliation'}, {'id': 227655, 'name': 'hearing voices'}, {'id': 227656, 'name': 'school board'}];Field of Dreams;tt0097351;16
983;[{'id': 642, 'name': 'robbery'}, {'id': 736, 'name': 'journalist'}, {'id': 1321, 'name': 'gold'}, {'id': 1332, 'name': 'cheating'}, {'id': 1454, 'name': 'treasure'}, {'id': 2505, 'name': 'coronation'}, {'id': 3202, 'name': 'con man'}, {'id': 4100, 'name': 'british army'}, {'id': 4107, 'name': 'british empire'}, {'id': 4414, 'name': 'adventure'}, {'id': 9713, 'name': 'friends'}, {'id': 13065, 'name': 'soldier'}, {'id': 13084, 'name': 'king'}, {'id': 14643, 'name': 'battle'}, {'id': 41394, 'name': 'ruler'}, {'id': 235774, 'name': 'british raj'}];The Man Who Would Be King;tt0073341;16
41801;[{'id': 934, 'name': 'judge'}, {'id': 5779, 'name': 'daydream'}, {'id': 5923, 'name': 'sister'}, {'id': 6399, 'name': 'rope'}, {'id': 10183, 'name': 'independent film'}, {'id': 10768, 'name': 'lesbian'}, {'id': 15320, 'name': 'insecurity'}, {'id': 33841, 'name': 'incest'}, {'id': 41380, 'name': 'crucifix'}, {'id': 156651, 'name': 'lipstick'}, {'id': 156770, 'name': 'tightrope'}, {'id': 156771, 'name': 'cutter'}, {'id': 156772, 'name': 'peony'}, {'id': 156773, 'name': 'mastercard'}, {'id': 187056, 'name': 'woman director'}];Female Perversions;tt0116293;15
8077;[{'id': 378, 'name': 'prison'}, {'id': 803, 'name': 'android'}, {'id': 1612, 'name': 'spacecraft'}, {'id': 1826, 'name': 'space marine'}, {'id': 2883, 'name': 'imprisonment'}, {'id': 3388, 'name': 'space colony'}, {'id': 3801, 'name': 'space travel'}, {'id': 4083, 'name': 'rottweiler'}, {'id': 4565, 'name': 'dystopia'}, {'id': 9663, 'name': 'sequel'}, {'id': 9951, 'name': 'alien'}, {'id': 11436, 'name': 'redemption'}, {'id': 12405, 'name': 'outer space'}, {'id': 13194, 'name': 'planet'}, {'id': 158895, 'name': 'shaved head'}, {'id': 160879, 'name': 'crash landing'}, {'id': 163045, 'name': 'impregnation'}, {'id': 178652, 'name': 'penal colony'}, {'id': 189414, 'name': 'furnace'}, {'id': 193149, 'name': 'suspended animation'}, {'id': 226177, 'name': 'xenomorph'}];Alien³;tt0103644;21
16235;[{'id': 516, 'name': 'child abuse'}, {'id': 572, 'name': 'sex'}, {'id': 1155, 'name': 'brother sister relationship'}, {'id': 2626, 'name': 'exorcism'}, {'id': 3350, 'name': 'poltergeist'}, {'id': 6095, 'name': 'house'}, {'id': 9675, 'name': 'prequel'}, {'id': 9712, 'name': 'possession'}, {'id': 10041, 'name': 'dysfunctional family'}, {'id': 10183, 'name': 'independent film'}, {'id': 14765, 'name': 'church'}, {'id': 15001, 'name': 'demon'}, {'id': 33841, 'name': 'incest'}, {'id': 156075, 'name': 'evil'}, {'id': 161261, 'name': 'demonic possession'}, {'id': 212642, 'name': 'abusive father'}];Amityville II: The Possession;tt0083550;16
571;[{'id': 2589, 'name': 'pet shop'}, {'id': 3556, 'name': 'seclusion'}, {'id': 5500, 'name': 'playground'}, {'id': 9937, 'name': 'suspense'}, {'id': 10430, 'name': 'seagull'}, {'id': 11183, 'name': 'fireplace'}, {'id': 11237, 'name': 'rotoscoping'}, {'id': 11429, 'name': 'head wound'}, {'id': 11732, 'name': 'cigarette smoking'}, {'id': 14660, 'name': 'bird attack'}, {'id': 156037, 'name': 'socialite'}, {'id': 156390, 'name': 'face slap'}, {'id': 156866, 'name': 'based on short story'}, {'id': 159841, 'name': 'cigarette lighter'}, {'id': 168115, 'name': 'practical joke'}, {'id': 170378, 'name': 'schoolteacher'}, {'id': 172210, 'name': 'lovebird'}, {'id': 172218, 'name': 'shopkeeper'}, {'id': 172223, 'name': 'chased down street'}, {'id': 172225, 'name': 'unsolved mystery'}, {'id': 172226, 'name': 'blood on head'}, {'id': 172228, 'name': 'schoolhouse'}];The Birds;tt0056869;22
8851;[{'id': 1415, 'name': 'small town'}, {'id': 9732, 'name': 'movie in movie'}, {'id': 10154, 'name': 'blob'}, {'id': 156091, 'name': 'missing person'}, {'id': 167149, 'name': 'good cop bad cop'}, {'id': 172136, 'name': 'space monster'}, {'id': 188178, 'name': 'teenage hero'}, {'id': 221696, 'name': 'kid brother'}, {'id': 233401, 'name': 'monster film'}, {'id': 234727, 'name': 'teenage heroine'}, {'id': 234730, 'name': 'unkillable monster'}, {'id': 234731, 'name': 'people eater'}, {'id': 234732, 'name': 'night of horror'}, {'id': 234733, 'name': 'highschool kids'}, {'id': 234736, 'name': 'skeptical adults'}, {'id': 234739, 'name': 'learning to listen'}];The Blob;tt0051418;16
7340;[{'id': 818, 'name': 'based on novel'}, {'id': 1227, 'name': 'cemetery'}, {'id': 1533, 'name': 'isolation'}, {'id': 1674, 'name': 'stage'}, {'id': 2483, 'name': 'nudity'}, {'id': 3036, 'name': 'bible'}, {'id': 5086, 'name': 'telekinesis'}, {'id': 9748, 'name': 'revenge'}, {'id': 10048, 'name': 'unrequited love'}, {'id': 10266, 'name': 'prom'}, {'id': 10508, 'name': 'teacher'}, {'id': 10873, 'name': 'school'}, {'id': 11001, 'name': 'religion'}, {'id': 14624, 'name': 'cruelty'}, {'id': 14687, 'name': 'extreme violence'}, {'id': 14837, 'name': 'rage'}, {'id': 33740, 'name': 'humiliation'}, {'id': 41380, 'name': 'crucifix'}, {'id': 164346, 'name': 'praying'}, {'id': 170356, 'name': 'outsider'}, {'id': 173971, 'name': 'taunting'}, {'id': 222314, 'name': 'abusive mother'}, {'id': 226602, 'name': 'firestorm'}];Carrie;tt0074285;23
653;[{'id': 272, 'name': 'transylvania'}, {'id': 1370, 'name': 'shapeshifting'}, {'id': 1430, 'name': 'self sacrifice'}, {'id': 3098, 'name': 'castle'}, {'id': 3133, 'name': 'vampire'}, {'id': 4078, 'name': 'ghost ship'}, {'id': 13056, 'name': 'loss of wife'}, {'id': 154802, 'name': 'silent film'}, {'id': 156818, 'name': 'seashore'}, {'id': 157185, 'name': 'vampire bat'}, {'id': 158142, 'name': 'real estate agent'}, {'id': 158729, 'name': 'ghoul'}, {'id': 165114, 'name': 'locket'}, {'id': 171251, 'name': 'corpse in coffin'}, {'id': 179860, 'name': '\xa0nosferatu'}, {'id': 179867, 'name': 'real estate'}, {'id': 179870, 'name': 'black death'}, {'id': 179874, 'name': 'expressionism'}, {'id': 179875, 'name': 'mountain country'}, {'id': 179878, 'name': 'sleepwalking'}, {'id': 179882, 'name': 'romania'}, {'id': 238477, 'name': 'rats'}];Nosferatu;tt0013442;22
145;[{'id': 240, 'name': 'underdog'}, {'id': 388, 'name': 'scotland'}, {'id': 549, 'name': 'prostitute'}, {'id': 856, 'name': 'paraplegic'}, {'id': 941, 'name': 'tradition'}, {'id': 946, 'name': 'excommunication'}, {'id': 1002, 'name': 'authority'}, {'id': 1330, 'name': 'social coercions'}, {'id': 3679, 'name': 'society'}, {'id': 3737, 'name': 'dying and death'}, {'id': 6150, 'name': 'faith'}, {'id': 6157, 'name': 'prayer'}, {'id': 6193, 'name': 'world religion'}, {'id': 9649, 'name': 'god'}, {'id': 10093, 'name': 'priest'}, {'id': 10183, 'name': 'independent film'}, {'id': 10707, 'name': 'mother daughter relationship'}, {'id': 14765, 'name': 'church'}, {'id': 158558, 'name': 'disabled'}, {'id': 181011, 'name': 'oil platform'}];Breaking the Waves;tt0115751;20
1573;[{'id': 502, 'name': 'ambush'}, {'id': 720, 'name': 'helicopter'}, {'id': 736, 'name': 'journalist'}, {'id': 818, 'name': 'based on novel'}, {'id': 822, 'name': 'airport'}, {'id': 4709, 'name': 'hand grenade'}, {'id': 5572, 'name': 'fistfight'}, {'id': 8015, 'name': 'cop'}, {'id': 9663, 'name': 'sequel'}, {'id': 10794, 'name': 'snow'}, {'id': 10808, 'name': 'dulles international airport'}, {'id': 10950, 'name': 'shootout'}, {'id': 11720, 'name': 'officer involved shooting'}, {'id': 13015, 'name': 'terrorism'}, {'id': 14601, 'name': 'explosion'}, {'id': 14765, 'name': 'church'}, {'id': 14819, 'name': 'violence'}, {'id': 15246, 'name': 'sabotage'}, {'id': 33553, 'name': 'walkie talkie'}, {'id': 156788, 'name': 'swat team'}, {'id': 158770, 'name': 'air traffic control'}, {'id': 195741, 'name': 'commando unit'}, {'id': 207771, 'name': 'snowmobile'}];Die Hard 2;tt0099423;23
364;[{'id': 65, 'name': 'holiday'}, {'id': 417, 'name': 'corruption'}, {'id': 848, 'name': 'double life'}, {'id': 849, 'name': 'dc comics'}, {'id': 853, 'name': 'crime fighter'}, {'id': 3298, 'name': 'hallucination'}, {'id': 5570, 'name': 'christmas tree'}, {'id': 6969, 'name': 'gotham city'}, {'id': 7002, 'name': 'vigilante'}, {'id': 9715, 'name': 'superhero'}, {'id': 14819, 'name': 'violence'}, {'id': 15002, 'name': 'dark hero'}, {'id': 15481, 'name': 'fictional city'}, {'id': 163074, 'name': 'super villain'}, {'id': 163455, 'name': 'super powers'}, {'id': 173861, 'name': 'deformed'}, {'id': 173866, 'name': 'bird cage'}, {'id': 173867, 'name': 'evil circus'}, {'id': 214644, 'name': 'christmas holiday'}];Batman Returns;tt0103776;19
621;[{'id': 391, 'name': 'flying car'}, {'id': 542, 'name': 'street gang'}, {'id': 795, 'name': 'running'}, {'id': 3687, 'name': 'graduation'}, {'id': 4344, 'name': 'musical'}, {'id': 9823, 'name': 'rivalry'}, {'id': 10181, 'name': 'based on play or musical'}, {'id': 18453, 'name': 'gossip'}, {'id': 34130, 'name': 'makeover'}, {'id': 159953, 'name': 'automobile racing'}, {'id': 164246, 'name': 'nostalgic'}, {'id': 165132, 'name': 'greaser'}, {'id': 165136, 'name': 'wolf whistle'}, {'id': 165137, 'name': 'school dance'}, {'id': 165139, 'name': 'animated credits'}, {'id': 165143, 'name': 'pep rally'}, {'id': 165147, 'name': 'wrong side of the tracks'}, {'id': 165148, 'name': 'mooning'}, {'id': 165154, 'name': 'school principal'}];Grease;tt0077631;19
579;[{'id': 1919, 'name': 'mayor'}, {'id': 2041, 'name': 'island'}, {'id': 2993, 'name': 'police chief'}, {'id': 3180, 'name': 'sailing'}, {'id': 3735, 'name': 'boat accident'}, {'id': 3737, 'name': 'dying and death'}, {'id': 4210, 'name': 'panic'}, {'id': 5156, 'name': 'current'}, {'id': 5160, 'name': 'aggression by animal'}, {'id': 9663, 'name': 'sequel'}, {'id': 10084, 'name': 'rescue'}, {'id': 13130, 'name': 'teenager'}, {'id': 15097, 'name': 'shark'}, {'id': 15098, 'name': 'great white shark'}, {'id': 158297, 'name': 'high-tension current'}, {'id': 204009, 'name': 'tourism'}];Jaws 2;tt0077766;16
17692;[{'id': 269, 'name': 'diving'}, {'id': 630, 'name': 'dolphin'}, {'id': 1196, 'name': 'florida'}, {'id': 9663, 'name': 'sequel'}, {'id': 10503, 'name': 'scuba diving'}, {'id': 15058, 'name': 'swimming'}, {'id': 15097, 'name': 'shark'}, {'id': 15098, 'name': 'great white shark'}, {'id': 158108, 'name': 'killer shark'}, {'id': 158252, 'name': 'giant animal'}, {'id': 158340, 'name': 'theme park'}, {'id': 158345, 'name': 'water skiing'}, {'id': 158350, 'name': 'boat trouble'}, {'id': 158353, 'name': 'sea world'}, {'id': 209714, 'name': '3d'}];Jaws 3-D;tt0085750;15
36040;[{'id': 236, 'name': 'suicide'}, {'id': 255, 'name': 'male nudity'}, {'id': 293, 'name': 'female nudity'}, {'id': 414, 'name': 'hunter'}, {'id': 818, 'name': 'based on novel'}, {'id': 1155, 'name': 'brother sister relationship'}, {'id': 2406, 'name': 'picnic'}, {'id': 3593, 'name': 'wilderness'}, {'id': 4717, 'name': 'camel'}, {'id': 5657, 'name': 'australia'}, {'id': 10148, 'name': 'tribe'}, {'id': 10183, 'name': 'independent film'}, {'id': 10349, 'name': 'survival'}, {'id': 10683, 'name': 'coming of age'}, {'id': 10809, 'name': 'teenage girl'}, {'id': 15199, 'name': 'rabbit'}, {'id': 33688, 'name': 'hunting'}, {'id': 33885, 'name': 'car'}, {'id': 34079, 'name': 'death'}, {'id': 157906, 'name': 'outback'}, {'id': 161281, 'name': 'geologist'}, {'id': 187844, 'name': 'flashback'}, {'id': 188154, 'name': 'rites of passage'}, {'id': 193459, 'name': 'australian aborigine'}, {'id': 193760, 'name': 'australian outback'}, {'id': 207476, 'name': 'dingo'}, {'id': 208662, 'name': 'kangaroo'}, {'id': 209560, 'name': 'aboriginal'}, {'id': 214511, 'name': 'sunburn'}, {'id': 215162, 'name': 'indigenous peoples'}, {'id': 215413, 'name': 'walkabout'}, {'id': 215414, 'name': 'didgeridoo'}, {'id': 215415, 'name': 'australian bush'}, {'id': 215416, 'name': 'adelaide south australia'}];Walkabout;tt0067959;34
14832;[{'id': 293, 'name': 'female nudity'}, {'id': 380, 'name': 'brother brother relationship'}, {'id': 818, 'name': 'based on novel'}, {'id': 966, 'name': 'beach'}, {'id': 999, 'name': 'sports car'}, {'id': 1155, 'name': 'brother sister relationship'}, {'id': 1525, 'name': 'puberty'}, {'id': 2398, 'name': 'narration'}, {'id': 2483, 'name': 'nudity'}, {'id': 2913, 'name': 'diary'}, {'id': 9855, 'name': 'slow motion scene'}, {'id': 10683, 'name': 'coming of age'}, {'id': 10877, 'name': 'dead body'}, {'id': 33841, 'name': 'incest'}, {'id': 179029, 'name': 'rubbing suntan lotion on someone'}, {'id': 210547, 'name': 'kite'}, {'id': 211677, 'name': 'sunbathing'}];The Cement Garden;tt0106535;17
9619;[{'id': 720, 'name': 'helicopter'}, {'id': 1415, 'name': 'small town'}, {'id': 1919, 'name': 'mayor'}, {'id': 2227, 'name': 'evacuation'}, {'id': 2669, 'name': 'motel'}, {'id': 2859, 'name': 'lava'}, {'id': 3347, 'name': 'volcano'}, {'id': 3623, 'name': 'cabin'}, {'id': 4663, 'name': 'lovers'}, {'id': 5096, 'name': 'natural disaster'}, {'id': 6281, 'name': 'partnership'}, {'id': 7051, 'name': 'volcanologist'}, {'id': 10084, 'name': 'rescue'}, {'id': 14601, 'name': 'explosion'}, {'id': 14760, 'name': 'scientist'}, {'id': 158272, 'name': 'seismograph'}, {'id': 163398, 'name': 'volcanic eruption'}, {'id': 164658, 'name': 'rowboat'}, {'id': 188351, 'name': 'catastrophe'}, {'id': 208580, 'name': 'acid'}, {'id': 211215, 'name': 'county fair'}, {'id': 215861, 'name': 'abandoned mine'}, {'id': 220844, 'name': 'volcanic ash'}];Dante's Peak;tt0118928;23
784;[{'id': 457, 'name': 'responsability'}, {'id': 494, 'name': 'father son relationship'}, {'id': 1773, 'name': 'socialism'}, {'id': 1907, 'name': 'fictitious marriage'}, {'id': 2020, 'name': 'revolution'}, {'id': 2300, 'name': 'despair'}, {'id': 2452, 'name': 'crematorium'}, {'id': 2568, 'name': 'language barrier'}, {'id': 2808, 'name': 'russian'}, {'id': 3321, 'name': 'childhood memory'}, {'id': 3457, 'name': 'cellist'}, {'id': 3530, 'name': 'prague'}, {'id': 3536, 'name': 'cello'}, {'id': 3614, 'name': 'disappointment'}, {'id': 3739, 'name': 'funeral'}, {'id': 4048, 'name': 'musician'}, {'id': 4051, 'name': 'ban from profession'}, {'id': 4052, 'name': 'political instability'}, {'id': 4053, 'name': 'trabant'}, {'id': 6029, 'name': 'concert'}, {'id': 6054, 'name': 'friendship'}, {'id': 10508, 'name': 'teacher'}, {'id': 10685, 'name': 'escape'}, {'id': 12392, 'name': 'best friend'}, {'id': 33479, 'name': 'single father'}, {'id': 170652, 'name': 'father figure'}, {'id': 171054, 'name': 'understanding'}, {'id': 173644, 'name': 'communism'}, {'id': 208147, 'name': 'czech republic'}, {'id': 208349, 'name': 'child'}];Kolya;tt0116790;30
